Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
C130,LOCKHEED,HC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,Hercules (T-56 engines),LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L14,LOCKHEED,Hudson,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
C130,LOCKHEED,JC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L29B,LOCKHEED,Jetstar 2,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,9
L29A,LOCKHEED,Jetstar 6,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,8
L29A,LOCKHEED,Jetstar 8,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,8
L29B,LOCKHEED,Jetstar 731,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,9
L12,LOCKHEED,JO Electra Junior,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
C130,LOCKHEED,Karnaf,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130 Karnaf,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130B Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130F Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130H Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130R Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,KC-130T Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L10,LOCKHEED,L-10 Electra,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
L12,LOCKHEED,L-12 Electra Junior,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
L14,LOCKHEED,L-14 Hudson,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L14,LOCKHEED,L-14 Super Electra,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L37,LOCKHEED,L-15 Harpoon,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L18,LOCKHEED,L-18 Lodestar,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,G,III,8
C130,LOCKHEED,L-100 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L37,LOCKHEED,L-137 Ventura,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
P3,LOCKHEED,L-185 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L188,LOCKHEED,L-188 Electra,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,7
P38,LOCKHEED,L-222 Lightning,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L37,LOCKHEED,L-237 Ventura,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
P3,LOCKHEED,L-285 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P38,LOCKHEED,L-322 Lightning,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
S3,LOCKHEED,L-394 Viking,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
P38,LOCKHEED,L-422 Lightning,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
P2,LOCKHEED,L-426 Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
T33,LOCKHEED,L-580 Shooting Star,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
T33,LOCKHEED,L-580 T-Bird,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
F104,LOCKHEED,L-583 Starfighter,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
F104,LOCKHEED,L-683 Starfighter,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
P3,LOCKHEED,L-685 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P2,LOCKHEED,L-726 Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
P3,LOCKHEED,L-785 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P2,LOCKHEED,L-826 Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
L101,LOCKHEED,L-1011 TriStar,LandPlane,Jet,3,H,Fixed-wing,3J,H,Heavy,D,III,9
L29B,LOCKHEED,L-1329 Jetstar 2,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,9
L29A,LOCKHEED,L-1329 Jetstar 6,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,8
L29A,LOCKHEED,L-1329 Jetstar 8,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,8
L29B,LOCKHEED,L-1329 Jetstar 731,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,G,III,9
LA60,LOCKHEED,LASA-60,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
C130,LOCKHEED,LC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P38,LOCKHEED,Lightning,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L18,LOCKHEED,Lodestar,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,G,III,8
C130,LOCKHEED,MC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,NC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P2,LOCKHEED,Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
P3,LOCKHEED,NP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
T33,LOCKHEED,NT-33,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
P3,LOCKHEED,Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P2,LOCKHEED,P-2 Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
P2,LOCKHEED,P2V Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
P3,LOCKHEED,P-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P38,LOCKHEED,P-38 Lightning,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L37,LOCKHEED,PV-1 Ventura,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L37,LOCKHEED,PV-2 Harpoon,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
L18,LOCKHEED,R5O Lodestar,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,G,III,8
C130,LOCKHEED,RC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F104,LOCKHEED,RF-104 Starfighter,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
P3,LOCKHEED,RP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
T33,LOCKHEED,RT-33,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
S3,LOCKHEED,S-3 Viking,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
C130,LOCKHEED,Sapeer,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
T33,LOCKHEED,Shooting Star,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
P2,LOCKHEED,SP-2 Neptune,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,F,III,
C130,LOCKHEED,Spectre,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F104,LOCKHEED,Starfighter,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
L14,LOCKHEED,Super Electra,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
T33,LOCKHEED,T-33 Shooting Star,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
T33,LOCKHEED,T-33 T-Bird,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
T33,LOCKHEED,T-Bird,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,H,III,
C130,LOCKHEED,TC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F104,LOCKHEED,TF-104 Starfighter,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
P3,LOCKHEED,TP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,Tp84 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L101,LOCKHEED,TriStar,LandPlane,Jet,3,H,Fixed-wing,3J,H,Heavy,D,III,9
U2,LOCKHEED,U-2,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
P3,LOCKHEED,UP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
CONI,LOCKHEED,VC-121 Constellation,LandPlane,Piston,4,M,Fixed-wing,4P,L,Medium,F,III,9
C130,LOCKHEED,VC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
L37,LOCKHEED,Ventura,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
S3,LOCKHEED,Viking,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
P3,LOCKHEED,VP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
CONI,LOCKHEED,Warning Star,LandPlane,Piston,4,M,Fixed-wing,4P,L,Medium,F,III,9
C130,LOCKHEED,WC-130E Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,WC-130H Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P3,LOCKHEED,WP-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
CONI,LOCKHEED,WV Warning Star,LandPlane,Piston,4,M,Fixed-wing,4P,L,Medium,F,III,9
L10,LOCKHEED,XR2O Electra,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
L18,LOCKHEED,XR5O Lodestar,LandPlane,Piston,2,M,Fixed-wing,2P,L,Medium,G,III,8
O3,LOCKHEED,YO-3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
C5M,LOCKHEED,Super Galaxy,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,
C130,LOCKHEED,182 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,282 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED,382 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C5M,LOCKHEED,C-5 Super Galaxy,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,
F117,LOCKHEED,F-117 Night Hawk,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
F117,LOCKHEED,Night Hawk,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
L37,LOCKHEED,Lexington,LandPlane,Piston,2,M,Fixed-wing,2P,S+,Medium,H,III,
C130,LOCKHEED MARTIN,382C Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C130,LOCKHEED MARTIN,Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,382J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,382U Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,382V Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,C-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,CC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,EC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,HC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,KC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,MC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,WC-130J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,LM-100J Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
C30J,LOCKHEED MARTIN,Super Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F35,LOCKHEED MARTIN,F-35A Lightning 2,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
VF35,LOCKHEED MARTIN,F-35B Lightning 2,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F35,LOCKHEED MARTIN,F-35C Lightning 2,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F35,LOCKHEED MARTIN,Lightning 2 (F-35A/C),LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
VF35,LOCKHEED MARTIN,Lightning 2 (F-35B),LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
C130,LOCKHEED MARTIN,C-130H Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F16,LOCKHEED MARTIN,Desert Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F16,LOCKHEED MARTIN,F-16  Sufa,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F16,LOCKHEED MARTIN,F-16 Desert Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F16,LOCKHEED MARTIN,F-16 Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F22,LOCKHEED MARTIN,F-22 Raptor,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
F16,LOCKHEED MARTIN,Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
P3,LOCKHEED MARTIN,L-285 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F22,LOCKHEED MARTIN,L-645 Raptor,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
C130,LOCKHEED MARTIN,LC-130 Hercules,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P3,LOCKHEED MARTIN,Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
P3,LOCKHEED MARTIN,P-3 Orion,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
F22,LOCKHEED MARTIN,Raptor,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
F16,LOCKHEED MARTIN,Sufa,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
LA60,LOCKHEED-AZCARATE,LASA-60 Santa Maria,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LA60,LOCKHEED-AZCARATE,Santa Maria,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ACAM,LOCKWOOD,Air Cam,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
SPEL,LOEHLE,Spitfire Elite,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LM5,LOMBARDI,Aviastar,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FL3,LOMBARDI,Aviastarlet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ROND,LOMBARDI,F-4 Rondone,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FL3,LOMBARDI,FL-3 Aviastarlet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LM5,LOMBARDI,LM-5 Aviastar,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LM7,LOMBARDI,LM-7,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ROND,LOMBARDI,Rondone,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MIMU,LONG,Midget Mustang,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MIMU,LONG,MM-1 Midget Mustang,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13,LONGREN,Centaur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13,LONGREN,L-13 Centaur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LP1,LOPRESTI,Fury,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LP1,LOPRESTI,LP-1 Fury,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,LORAVIA,Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,LORAVIA,SF-25 Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS50,LOT,AS-350 Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,LOT,Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
LOVE,LOVING-WAYNE,Love,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LOVE,LOVING-WAYNE,WR-1 Love,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ALGR,LSA AMERICA,Allegro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F8,LTV,F-8 Crusader,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
LUL5,LUCAS,L-5,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LUL6,LUCAS,L-6,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LUL7,LUCAS,L-7,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LUL8,LUCAS,L-8,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
W5BC,LUCEAIR,W-5 Buttercup Replica,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
W5BC,LUCEAIR,Buttercup Replica,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SILH,LUNDS TEKNISKE,SA-60 Silhouette,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SILH,LUNDS TEKNISKE,Silhouette,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
GRAF,LUNDY,Graflite,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L8,LUSCOMBE,8,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,8 Master,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,8 Silvaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,8 Trainer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L11,LUSCOMBE,11A Sedan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L8,LUSCOMBE,50,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,Master,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,Observer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L11,LUSCOMBE,Sedan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L8,LUSCOMBE,Silvaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,T8 Observer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE,Trainer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L11E,LUSCOMBE,11E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L11E,LUSCOMBE,11E Spartan 185,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L11E,LUSCOMBE,Spartan 185,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L8,LUSCOMBE-SILVAIRE,LSA-8 Renai,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
L8,LUSCOMBE-SILVAIRE,Renai,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
MAJR,LUTON,LA-5 Major,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MAJR,LUTON,Major,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DELF,LYAVIN,Delfin,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AV68,M&D FLUGZEUGBAU,AVO-68 Samburo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AV68,M&D FLUGZEUGBAU,Samburo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MAME,MACAIR,Merlin,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LA60,MACCHI,AL-60,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M308,MACCHI,MB-308,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M326,MACCHI,MB-326,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
S21,MACDONALD,S-21,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AEST,MACHEN,Superstar,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,5
MSQ2,MACKEY,SQ-2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MMAX,MAD MAX AERO,Mad Max,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM14,MAGNI,M-14 Scout,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM16,MAGNI,M-16 Tandem Trainer,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM19,MAGNI,M-19 Shark,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM21,MAGNI,M-21,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM22,MAGNI,M-22 Voyager,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM14,MAGNI,Scout,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM19,MAGNI,Shark,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM16,MAGNI,Tandem Trainer,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM22,MAGNI,Voyager,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM24,MAGNI,Orion,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MM24,MAGNI,M-24 Orion,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
FUSI,MAGNUS,MG-11 Fusion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FUSI,MAGNUS,Fusion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
EFUS,MAGNUS,MG-11 eFusion,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
EFUS,MAGNUS,eFusion,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
FUSI,MAGNUS,MF-212 Fusion 212,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FUSI,MAGNUS,MA-213 Fusion 213,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CB1,MAKELAN,Hatz Classic,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JUNR,MALMO,Junior,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JUNR,MALMO,MFI-9 Junior,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MF10,MALMO,MFI-10 Vipan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MF10,MALMO,Vipan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SL90,MAPO,I-1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MG29,MAPO,MiG-29,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
MG31,MAPO,MiG-31,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
MG29,MAPO,MiG-33,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
MGAT,MAPO,MiG-AT,LandPlane,Jet,1,L,Fixed-wing,1J,S+,Light,I,III,
SL39,MAPO,SL-39,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MMUT,MARA WING,1-L Malamut,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MMUT,MARA WING,L-1 Malamut,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MMUT,MARA WING,Malamut,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RA14,MARANDA,BM-1 Loisirs,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RA14,MARANDA,BM-1 Super Loisirs,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RA17,MARANDA,BM-3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
GY20,MARANDA,BM-4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BM6,MARANDA,BM-6 Lark,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BM6,MARANDA,Lark,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
