Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
F13,RIMOWA,F-13 Replica,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RLU1,RLU,Breezy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RLU1,RLU,RLU-1 Breezy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,2+2 (DR-300),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,2+2 (DR-400),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR20,ROBIN,Acrobin,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R100,ROBIN,Aiglon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,Alpha,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,Alpha Sport,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ATL,ROBIN,ATL,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Cadet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,Chevalier (DR-360),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Chevalier (DR-400),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Dauphin 2+2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Dauphin 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Dauphin 80,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-300,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-300 2+2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-315 Petit Prince,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-340 Major,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-360 Chevalier,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,DR-380 Prince,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 2+2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Cadet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Chevalier,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Dauphin 2+2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Dauphin 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Dauphin 80,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Earl,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Major,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Major 80,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Petit Prince,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Regent,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Remo 180,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Remo 200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Remo 212,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Remorqueur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-500 President,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Earl,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,HR-100 President,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,HR-100 Royal,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,HR-100 Safari,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,HR-100 Tiara,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR20,ROBIN,HR-200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR20,ROBIN,HR-200 Acrobin,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Major 80,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,Major (DR-340),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Major (DR-400),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,Petit Prince (DR-315),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Petit Prince (DR-400),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,President (DR-500),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,President (HR-100),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR30,ROBIN,Prince,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR20,ROBIN,R-200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R300,ROBIN,R-300,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R100,ROBIN,R-1180 Aiglon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,R-2100 Super Club,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,R-2112 Alpha,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,R-2120 Alpha,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,R-2160 Alpha Sport,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R300,ROBIN,R-3000,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R300,ROBIN,R-3100,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R300,ROBIN,R-3120,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R300,ROBIN,R-3140,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Regent,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Remo 180,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Remo 200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Remo 212,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Remorqueur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,Royal,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,Safari,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ROBIN,Super Club,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HR10,ROBIN,Tiara,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
X4,ROBIN,X-4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,DR-400 Ecoflyer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR40,ROBIN,Ecoflyer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R44,ROBINSON,Astro,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R22,ROBINSON,Beta,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R44,ROBINSON,Clipper,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R22,ROBINSON,Mariner,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R22,ROBINSON,R-22,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R22,ROBINSON,R-22 Beta,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R22,ROBINSON,R-22 Mariner,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R44,ROBINSON,R-44 Astro,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R44,ROBINSON,R-44 Clipper,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R44,ROBINSON,R-44 Raven,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R44,ROBINSON,Raven,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
R66,ROBINSON,R-66,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
KRAH,ROCK,Krähe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R185,ROCKET,Rocket 185,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AC11,ROCKWELL,112 Alpine Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC11,ROCKWELL,112 Commander 112,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC11,ROCKWELL,114 Commander 114,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC11,ROCKWELL,114 Gran Turismo Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC50,ROCKWELL,500 Shrike Commander,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,3
AC6L,ROCKWELL,685 Commander 685,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,6
AC90,ROCKWELL,690 Jetprop Commander 840,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
AC90,ROCKWELL,690 Turbo Commander 690,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
AC95,ROCKWELL,695 Jetprop Commander 980,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
AC95,ROCKWELL,695 Jetprop Commander 1000,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
RC70,ROCKWELL,700 Commander 700,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
RC70,ROCKWELL,710 Commander 710,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
C130,ROCKWELL,AC-130 Spectre,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
AC11,ROCKWELL,Alpine Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
B1,ROCKWELL,B-1 Lancer,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,D,III,
V10,ROCKWELL,Bronco,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S+,Light,I,III,
T2,ROCKWELL,Buckeye,LandPlane,Jet,2,L,Fixed-wing,2J,S+,Light,I,III,
AC11,ROCKWELL,Commander 112,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC11,ROCKWELL,Commander 114,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC6L,ROCKWELL,Commander 685,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,6
RC70,ROCKWELL,Commander 700,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
RC70,ROCKWELL,Commander 710,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AC11,ROCKWELL,Gran Turismo Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AC90,ROCKWELL,Jetprop Commander 840,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
AC95,ROCKWELL,Jetprop Commander 980,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
AC95,ROCKWELL,Jetprop Commander 1000,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
B1,ROCKWELL,Lancer,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,D,III,
SBR1,ROCKWELL,NA-265 Sabre 40,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR1,ROCKWELL,NA-265 Sabre 60,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR1,ROCKWELL,NA-265 Sabre 65,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR2,ROCKWELL,NA-265 Sabre 75,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR2,ROCKWELL,NA-265 Sabre 80,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
V10,ROCKWELL,OV-10 Bronco,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S+,Light,I,III,
SS2P,ROCKWELL,S-2 Thrush Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SBR1,ROCKWELL,Sabre 40,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR1,ROCKWELL,Sabre 60,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR1,ROCKWELL,Sabre 65,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR2,ROCKWELL,Sabre 75,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
SBR2,ROCKWELL,Sabre 80,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
AC50,ROCKWELL,Shrike Commander,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,3
C130,ROCKWELL,Spectre,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
T2,ROCKWELL,T-2 Buckeye,LandPlane,Jet,2,L,Fixed-wing,2J,S+,Light,I,III,
SS2P,ROCKWELL,Thrush Commander,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AC90,ROCKWELL,Turbo Commander 690,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
UH12,ROGERSON HILLER,Hauler,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
FH11,ROGERSON HILLER,Hornet,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
FH11,ROGERSON HILLER,Pegasus,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
FH11,ROGERSON HILLER,RH-1100 Hornet,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
FH11,ROGERSON HILLER,RH-1100 Pegasus,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
UH12,ROGERSON HILLER,UH-12E Hauler,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
NG4,ROKO AERO,NG-4 Prodigy 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NG4,ROKO AERO,Prodigy 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NG4,ROKO AERO,NG-4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,ROLAND,CH-602 Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,ROLAND,Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,ROLAND,601 Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,ROLAND,Z-602 Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,ROLAND,Z-602,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH70,ROLAND,701 Stol,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH70,ROLAND,S-Stol,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH70,ROLAND,Stol,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LS8,ROLLADEN-SCHNEIDER,LS-8T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
LS9,ROLLADEN-SCHNEIDER,LS-9,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BETA,ROLLASON,Beta,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D6CR,ROLLASON,Condor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D31,ROLLASON,D-31 Turbulent,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D6CR,ROLLASON,D-62 Condor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D31,ROLLASON,Turbulent,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BN2P,ROMAERO,BN-2B Islander,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,1
BN2T,ROMAERO,BN-2T Defender 4000,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,1
BN2T,ROMAERO,BN-2T Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,1
BN2T,ROMAERO,Defender 4000,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,1
BN2P,ROMAERO,Islander,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,1
BN2T,ROMAERO,Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,1
RAF2,ROTARY AIR FORCE,RAF-2000,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
PANT,ROTEC,Panther 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PANT,ROTEC,Panther Plus,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PANT,ROTEC,Sea Panther,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HSMT,ROTORSMART,HeliSmart,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
MT,ROTORSPORT,MT-03,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
MT,ROTORSPORT,MTOSport,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CDUS,ROTORSPORT,Calidus,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CLON,ROTORSPORT,Cavalon,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CLD2,ROTORTEC,Cloud Dancer 2,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
A600,ROTORWAY,A-600 Talon,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
EGL3,ROTORWAY,Eagle 300T,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
A600,ROTORWAY,Talon,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
EXEC,ROTORWAY,Exec,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
EXEJ,ROTORWAY,JetExec,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
SCOR,ROTORWAY,Scorpion,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
CP30,ROUCHAUD,CP-301 Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,ROUCHAUD,Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,ROUSSEAU,CP-301 Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,ROUSSEAU,Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RTA4,RTAF,Chandra,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FANT,RTAF,Fantrainer,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
RTA4,RTAF,RTAF-4 Chandra,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS32,RUAG,AS-532 Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,RUAG,Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
J328,RUAG,Envoy,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,6
D228,RUAG,Dornier 228,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S+,Light,I,III,2
J328,RUAG,Dornier 328JET Envoy,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,6
R11,RUPERT,R-11,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R90R,RUSCHMEYER,MF-85,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R90F,RUSCHMEYER,R-90-230FG,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R90R,RUSCHMEYER,R-90-230RG,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R90T,RUSCHMEYER,R-90-420AT,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
SAVG,RUSSO,Savage,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VEZE,RUTAN,33 VariEze,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DEFI,RUTAN,40 Defiant,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
LGEZ,RUTAN,61 Long-EZ,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SOLI,RUTAN,77 Solitaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ARES,RUTAN,151 Ares,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
BOOM,RUTAN,202 Boomerang,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
PRTS,RUTAN,281 Proteus,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
ARES,RUTAN,Ares,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
BOOM,RUTAN,Boomerang,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
COZY,RUTAN,Cozy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DEFI,RUTAN,Defiant,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
LGEZ,RUTAN,Long-EZ,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PRTS,RUTAN,Proteus,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
SOLI,RUTAN,Solitaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VEZE,RUTAN,VariEze,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VVIG,RUTAN,VariViggen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VVIG,RUTAN,27 VariViggen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VVIG,RUTAN,32 VariViggen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WHK2,RUTAN,348 White Knight Two,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,F,III,
WHK2,RUTAN,White Knight Two,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,F,III,
SS2,RUTAN,339 Space Ship Two,LandPlane,Rocket,1,M,Fixed-wing,1R,S,Medium,H,III,
SS2,RUTAN,Space Ship Two,LandPlane,Rocket,1,M,Fixed-wing,1R,S,Medium,H,III,
NAVI,RYAN,L-17 Navion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
NAVI,RYAN,Navion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
RYST,RYAN,PT-20,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PT22,RYAN,PT-22 Recruit,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PT22,RYAN,Recruit,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PT22,RYAN,ST-3KR Recruit,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RYST,RYAN,ST-A,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RYST,RYAN,ST-M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RYST,RYAN,ST-R,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NAVI,RYAN,Super Navion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
NAVI,RYAN,U-18 Navion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
RYST,RYAN,YPT-16,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SWIN,S-WING,S-Wing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB29,SAAB,29,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB32,SAAB,32 Lansen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB35,SAAB,35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB37,SAAB,37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB39,SAAB,39 Gripen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB91,SAAB,91 Safir,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB05,SAAB,105,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
SF34,SAAB,340,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
SB20,SAAB,2000,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
SB37,SAAB,AJ37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB37,SAAB,AJS37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SF34,SAAB,Argus,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
SB35,SAAB,Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB35,SAAB,F-35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB39,SAAB,Gripen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB29,SAAB,J29,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB32,SAAB,J32 Lansen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB35,SAAB,J35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB37,SAAB,JA37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB39,SAAB,JAS39 Gripen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB32,SAAB,Lansen,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
